gene	deathrate	p.value	q.value	SD	low-confidence interval	upper-confidence interval	tag
TEF4	0.000336757	0.125503625	0.112561473	0.00018324	-0.000134277	0.000807791	down
THI20	0.000336787	0.376446775	0.228281212	0.000347085	-0.000555423	0.001228998	up
YDR319C	0.000336797	0.513170723	0.277444715	0.000478777	-0.000893938	0.001567533	up
YER039C-A	0.000336823	0.179345033	0.141704005	0.000215815	-0.000217947	0.000891592	up
YGR210C	0.000337004	0.279274031	0.187655625	0.000277806	-0.00037712	0.001051128	up
HOR2	0.000337054	0.139752148	0.120825811	0.000192134	-0.000156842	0.000830951	up
PAU17	0.000337116	0.020073574	0.0406198	0.000100285	7.93E-05	0.000594908	down
YLR456W	0.000337217	0.1685483	0.136113188	0.000209593	-0.000201559	0.000875994	down
YJR026W	0.000337379	0.33830166	0.21365919	0.000318762	-0.000482026	0.001156784	up
YLL058W	0.000337424	0.314093502	0.203526807	0.000301608	-0.000437883	0.001112732	up
YKL070W	0.000337767	0.312513218	0.20282943	0.000300818	-0.000435509	0.001111044	down
ERJ5	0.00033796	0.174849926	0.139049427	0.000213842	-0.000211739	0.00088766	down
RNH1	0.000338074	0.411494944	0.241829558	0.000377475	-0.000632255	0.001308403	up
YJL037W	0.000338089	0.010937439	0.02970908	8.58E-05	0.000117623	0.000558554	down
DBP1	0.00033867	0.432432419	0.249348055	0.000396869	-0.000681515	0.001358855	up
LYS1	0.000339597	0.323558025	0.207653331	0.00031022	-0.000457848	0.001137042	up
RGA2	0.000339858	0.062961619	0.074799146	0.000142642	-2.68E-05	0.00070653	down
YOR314W	0.000340099	0.694537329	0.332317999	0.000817188	-0.001760549	0.002440748	up
ECM40	0.00034051	0.656658075	0.32054101	0.000721076	-0.001513076	0.002194095	up
YML034C-A	0.000340697	0.376791311	0.228342666	0.00035139	-0.000562579	0.001243974	up
HKR1	0.000340744	0.565517481	0.294116701	0.000554137	-0.001083709	0.001765198	up
YJL016W	0.000341243	0.307114899	0.200573584	0.000300154	-0.000430326	0.001112813	up
NIT1	0.000341287	0.17356935	0.138707927	0.00021517	-0.000211825	0.000894399	down
RBS1	0.000341493	0.020212252	0.040770658	0.000101778	7.99E-05	0.000603123	up
YOR019W	0.000341667	0.10594515	0.101955501	0.000173449	-0.000104197	0.00078753	down
YOL092W	0.000341775	0.192368193	0.148291763	0.000226913	-0.000241525	0.000925074	down
PEX25	0.000342037	0.337172096	0.213136952	0.000322332	-0.000486542	0.001170617	up
HTA2	0.000342341	0.698419218	0.333450838	0.000833906	-0.001801282	0.002485965	up
LOT5	0.00034253	0.126949144	0.113303961	0.000187288	-0.000138911	0.00082397	down
YGR022C	0.000342665	0.012738349	0.032267153	9.04E-05	0.000110345	0.000574985	down
SUM1	0.000342916	0.765579593	0.35228602	0.001089088	-0.002456675	0.003142507	up
TYW3	0.000342921	0.259857368	0.180304936	0.000269939	-0.00035098	0.001036822	up
ASF2	0.00034316	0.360527412	0.222458916	0.000341065	-0.000533576	0.001219896	up
YNL300W	0.000343205	0.134569605	0.118006305	0.000192423	-0.000151433	0.000837843	up
YMR291W	0.000343206	4.15E-05	0.004033212	2.56E-05	0.000277334	0.000409079	down
YDR537C	0.000343638	0.22931047	0.166919502	0.000251024	-0.00030164	0.000988916	down
LSP1	0.00034454	0.060483582	0.073088246	0.000142662	-2.22E-05	0.000711264	down
YIR036C	0.000344963	0.283279075	0.189668099	0.000287057	-0.00039294	0.001082867	down
RPL37A	0.000345457	0.631002882	0.312206878	0.000675828	-0.001391816	0.002082729	up
YIL058W	0.000345889	0.567923725	0.294870666	0.000566129	-0.001109392	0.001801169	up
FPR4	0.000346191	0.363866556	0.223627424	0.000346703	-0.000545037	0.001237419	down
RNR3	0.000346385	0.144168979	0.123007604	0.000200209	-0.000168268	0.000861039	down
DIA1	0.000346415	0.183488264	0.143866816	0.000224515	-0.000230718	0.000923548	up
LDB18	0.000346512	0.121227412	0.110045266	0.000185822	-0.000131158	0.000824182	down
YMR172C-A	0.000346564	0.211484912	0.157444869	0.000241961	-0.000275418	0.000968545	down
DUS1	0.000346609	0.341415903	0.214759293	0.000329818	-0.000501215	0.001194433	up
SLK19	0.000346683	0.339307183	0.213958433	0.000328306	-0.000497253	0.001190619	up
MEP3	0.000347059	0.296820974	0.19584872	0.000298077	-0.000419172	0.00111329	up
POR2	0.000347762	0.839196018	0.373546867	0.001627068	-0.003834751	0.004530274	down
CYC7	0.000347839	0.198721943	0.151285187	0.000234887	-0.000255956	0.000951634	up
YKL151C	0.000348215	0.392683583	0.233897585	0.0003724	-0.00060907	0.0013055	down
RAD50	0.000348415	0.393669629	0.234314556	0.000373454	-0.000611579	0.001308409	up
YVC1	0.000348712	0.551956655	0.289922633	0.000547161	-0.00105781	0.001755234	up
YMR074C	0.000348833	0.137987239	0.119925832	0.000197737	-0.000159465	0.000857132	down
PDR5	0.000349231	0.072731481	0.081223555	0.000154065	-4.68E-05	0.000745268	down
DTR1	0.000349266	0.286788612	0.191271831	0.000293037	-0.000404011	0.001102543	up
TAD1	0.000349769	0.628624546	0.311998121	0.000679408	-0.001396704	0.002096242	up
PCH2	0.000350146	0.179653271	0.141867961	0.000224544	-0.000227062	0.000927354	down
MCM21	0.000350256	0.285888494	0.190916036	0.000293249	-0.000403565	0.001104076	down
ADY4	0.000350494	0.02743643	0.047504187	0.000113757	5.81E-05	0.000642916	down
YER067C-A	0.000350562	0.125078162	0.11235138	0.000190478	-0.000139078	0.000840201	down
COQ10	0.000350917	0.677065164	0.326621148	0.00079423	-0.001690717	0.002392551	up
YNL146W	0.000351064	0.332712459	0.210980743	0.000327485	-0.000490763	0.00119289	up
YJR061W	0.00035137	0.294377784	0.194761121	0.00030007	-0.000419984	0.001122724	up
ARF2	0.000351736	0.073969227	0.081803982	0.000156097	-4.95E-05	0.000752997	down
PCL2	0.000351875	0.301175568	0.197933762	0.000305282	-0.000432877	0.001136626	down
YIG1	0.000351938	0.195445103	0.149965968	0.000235594	-0.000253675	0.000957551	up
BNA4	0.000351995	0.243121422	0.173152611	0.000266067	-0.000331952	0.001035941	up
AAD4	0.000352107	0.433422802	0.249656132	0.000413565	-0.000710996	0.001415211	up
PET18	0.000352665	0.42473135	0.246624008	0.000405963	-0.000690896	0.001396226	up
YPL257W	0.000352973	0.277222354	0.186842845	0.000289567	-0.000391383	0.001097329	up
YGL010W	0.000353466	0.26144467	0.18080802	0.000279301	-0.0003645	0.001071433	up
EHD3	0.000353747	0.142389865	0.122243325	0.000203332	-0.000168933	0.000876428	up
DAL5	0.000354149	0.059890651	0.072870862	0.000146157	-2.16E-05	0.000729858	up
CTS2	0.000354151	0.786925331	0.358962326	0.001241752	-0.002837875	0.003546177	up
PET127	0.000354203	0.039299141	0.057565837	0.000127806	2.57E-05	0.000682738	down
TGL4	0.000354393	0.205956101	0.154822351	0.000243905	-0.000272585	0.00098137	up
DCS2	0.000354449	0.354399661	0.219754733	0.000347405	-0.000538585	0.001247483	down
YLR456W	0.000354457	0.165770858	0.13460345	0.000218557	-0.00020736	0.000916275	up
SLX4	0.00035473	0.201127209	0.152539119	0.000241067	-0.000264951	0.000974412	down
FLO8_p	0.000354851	0.043039852	0.060315234	0.00013167	1.64E-05	0.000693318	down
SSP120	0.000355054	0.300175082	0.197368338	0.000307326	-0.000434954	0.001145062	down
YDR210W	0.000355201	0.103144376	0.100531003	0.000178421	-0.000103445	0.000813847	up
YPK2	0.000355449	0.360042197	0.222256895	0.00035289	-0.000551683	0.001262582	up
YBR027C	0.000355482	0.081996512	0.08740927	0.00016371	-6.53E-05	0.000776311	down
RHO4	0.000355497	0.107043992	0.102487745	0.000181211	-0.000110322	0.000821316	down
HIS1	0.00035564	0.165407195	0.134451989	0.000219055	-0.00020746	0.00091874	down
YOR170W	0.000355737	0.610942484	0.306480518	0.000656062	-0.001330724	0.002042197	down
MCA1	0.000355979	0.189780933	0.14690035	0.000234702	-0.000247342	0.0009593	up
FOX2	0.000356018	0.196717462	0.150614031	0.000239134	-0.000258696	0.000970732	up
SIP1	0.000356154	0.302873243	0.198678638	0.000310212	-0.000441271	0.001153579	up
INP53	0.000356479	0.047692278	0.064149445	0.000136603	5.33E-06	0.000707627	down
RMA1	0.000356705	0.23454009	0.169344727	0.000263984	-0.000321888	0.001035297	down
MCH4	0.000356955	0.313954672	0.203526807	0.000318963	-0.000462966	0.001176875	up
YEL010W	0.000356957	0.375242934	0.227943774	0.000366864	-0.000586098	0.001300012	down
AAH1	0.000357196	0.030803524	0.050286423	0.000119868	4.91E-05	0.000665327	up
VIK1	0.000357519	0.266623043	0.183338847	0.00028602	-0.000377719	0.001092758	up
TRM11	0.000357554	0.508604903	0.275717103	0.000502564	-0.000934327	0.001649435	up
YMR262W	0.000357646	0.508891642	0.275766401	0.000503049	-0.000935482	0.001650774	down
UPS1	0.000357719	0.062647389	0.074520127	0.000149884	-2.76E-05	0.000743007	down
YDL086W	0.000357839	0.071770268	0.080791661	0.000157125	-4.61E-05	0.000761743	down
ERP6	0.000358512	0.701132381	0.333907206	0.000881768	-0.001908144	0.002625169	up
YMR103C	0.000359119	0.532357795	0.283396687	0.000535735	-0.001018031	0.001736269	down
CCP1	0.000359454	0.08637769	0.090113556	0.000168739	-7.43E-05	0.00079321	down
PYC2	0.000359584	0.309748731	0.201548602	0.000318214	-0.000458412	0.00117758	up
YAP6	0.000359832	0.204538675	0.154171695	0.000246733	-0.000274416	0.00099408	up
YER130C	0.000359946	0.139503332	0.120647723	0.000205022	-0.000167079	0.000886971	down
ECM10	0.000360066	0.04187464	0.059782808	0.000132474	1.95E-05	0.000700602	up
YOL029C	0.000360412	0.305267307	0.199923184	0.000315664	-0.000451027	0.001171851	down
GYP8	0.000360678	0.208649664	0.156183726	0.000249975	-0.000281905	0.00100326	down
TAZ1	0.00036087	0.374663043	0.227689721	0.000370396	-0.000591264	0.001313004	up
ECM23	0.000360893	0.012400138	0.031750035	9.45E-05	0.000117902	0.000603884	down
ZRC1	0.000361327	0.166366582	0.134892743	0.000223176	-0.000212364	0.000935019	down
YOR006C	0.000361425	0.391329775	0.233387319	0.000385334	-0.000629107	0.001351957	up
CHS7	0.000361459	0.479205861	0.266056155	0.000472952	-0.000854303	0.001577222	up
MCM22	0.000361732	0.277372615	0.186842845	0.000296858	-0.000401365	0.00112483	up
YOR342C	0.00036194	0.106772991	0.102315845	0.00018431	-0.000111843	0.000835724	up
YAR047C	0.000362122	0.37149102	0.226345831	0.000369007	-0.00058644	0.001310684	up
YPL191C	0.000362608	0.128623753	0.114327641	0.000199377	-0.000149908	0.000875123	down
BUL2	0.000362613	0.006234341	0.023052411	8.01E-05	0.000156775	0.000568451	down
NIT3	0.000362733	0.581156458	0.298829417	0.000615327	-0.001219016	0.001944482	up
MIG2	0.000362836	0.107989951	0.103107063	0.000185603	-0.000114272	0.000839943	down
FMS1	0.000362903	0.354872502	0.219981588	0.000356075	-0.000552416	0.001278223	up
EST3	0.000363111	0.654072809	0.319801523	0.000762661	-0.001597373	0.002323594	up
TIP1	0.000363278	0.341269597	0.214759293	0.000345564	-0.000525023	0.001251579	up
YBR071W	0.000363294	0.391542604	0.233464818	0.000387515	-0.000632846	0.001359434	up
NTG2	0.000363451	0.251595786	0.176730415	0.000280457	-0.000357487	0.001084389	up
SKI8	0.00036363	0.612340065	0.30668132	0.00067333	-0.00136722	0.002094479	up
YOR238W	0.00036376	0.361509952	0.22267495	0.000362349	-0.000567689	0.001295209	up
FLO10	0.000363908	0.461235977	0.259868459	0.000456201	-0.000808793	0.001536609	up
YCR061W_p	0.000364058	0.421632328	0.245606888	0.000416089	-0.000705532	0.001433648	up
VIK1	0.00036411	0.007947138	0.025351424	8.53E-05	0.000144855	0.000583365	down
RIM4	0.000364616	0.277022035	0.186842845	0.000298977	-0.000403929	0.00113316	up
YMR082C	0.000364639	0.390136176	0.23326814	0.000387703	-0.000631983	0.001361262	up
YDR326C	0.000364956	0.346475042	0.216863845	0.000351305	-0.000538102	0.001268015	down
YMR018W	0.000365185	0.234429829	0.169344727	0.000270186	-0.000329351	0.001059721	up
YLR050C	0.000365402	0.040099045	0.058462746	0.00013266	2.44E-05	0.000706415	down
GLG1	0.000365918	0.289993059	0.192743152	0.000309316	-0.000429205	0.00116104	down
MCH4	0.000366383	0.092195378	0.09409193	0.000176242	-8.67E-05	0.000819428	down
MMP1	0.000366465	0.235028093	0.16953175	0.000271536	-0.00033154	0.001064471	up
YPL206C	0.000366812	0.271781627	0.185183347	0.000297074	-0.000396841	0.001130466	up
DIC1	0.000367355	0.108914637	0.103504768	0.000188557	-0.000117346	0.000852056	down
YMR315W	0.000367781	0.124157962	0.111733279	0.000199213	-0.000144311	0.000879873	up
SFT2	0.000367987	0.183005579	0.143749503	0.000238179	-0.000244272	0.000980245	up
SLH1	0.000368666	0.159164812	0.131222837	0.00022298	-0.000204522	0.000941855	down
AVT3	0.000368863	0.249951756	0.175882613	0.0002835	-0.000359898	0.001097624	down
ERD1	0.00036919	0.795074339	0.361275415	0.001347616	-0.003094967	0.003833347	up
YGR291C	0.00036921	0.216868079	0.159913297	0.000261358	-0.000302633	0.001041053	down
YGR122C-A	0.000369319	0.049353066	0.065392866	0.000143074	1.54E-06	0.000737102	up
YOR084W	0.000369338	0.001637148	0.013668719	5.99E-05	0.000215282	0.000523393	down
DSE1	0.000369349	0.063819151	0.075531198	0.000155733	-3.10E-05	0.000769673	down
YNL285W	0.000369385	0.181820901	0.14309828	0.000238305	-0.000243199	0.000981969	down
ARO3	0.000369593	0.153496775	0.128146422	0.000219801	-0.000195424	0.00093461	up
YPR089W	0.00036983	0.19084392	0.147601474	0.000244535	-0.000258767	0.000998426	up
RPS18B	0.000370101	0.104030599	0.101083998	0.000186533	-0.000109397	0.000849598	up
YNL217W	0.000370134	0.092624918	0.094291162	0.00017836	-8.84E-05	0.000828623	down
TMA46	0.00037036	0.142752238	0.122373843	0.000213122	-0.000177488	0.000918207	down
ECM3	0.000370457	0.142685451	0.122373843	0.000213134	-0.00017742	0.000918335	up
FLC1	0.000370616	0.033111756	0.052251204	0.000127034	4.41E-05	0.000697169	down
RFS1	0.000370748	0.264156505	0.181968622	0.000294863	-0.000387222	0.001128718	up
MNN11	0.000370981	0.78306195	0.357895519	0.00127683	-0.002911215	0.003653178	up
YDR274C	0.000371061	0.592920025	0.302204629	0.000650234	-0.001300418	0.002042541	up
CHS3	0.000371084	0.211269958	0.157392262	0.000258937	-0.000294535	0.001036704	up
RPS4B	0.000371106	0.423253835	0.246123462	0.000425735	-0.00072328	0.001465492	up
YDR344C	0.000371534	0.214292881	0.158723932	0.000261276	-0.000300096	0.001043164	down
ALP1	0.000371589	0.387751665	0.232335582	0.000392948	-0.000638516	0.001381695	down
CPR5	0.000371989	0.202899276	0.153511094	0.000253976	-0.000280877	0.001024854	up
YLR428C	0.000372291	0.305539745	0.200055093	0.000326273	-0.000466421	0.001211003	up
HST2	0.000372346	0.911263729	0.392284811	0.003177006	-0.007794408	0.008539099	down
YPL197C	0.00037237	0.607295583	0.305889088	0.00067958	-0.001374545	0.002119286	up
YLR040C	0.000372806	0.563882516	0.293645909	0.000603643	-0.001178908	0.00192452	up
MEU1	0.000373131	0.057103554	0.070702382	0.000151569	-1.65E-05	0.000762752	up
PSO2	0.000373454	0.062343873	0.07428457	0.00015622	-2.81E-05	0.000775029	down
MND2	0.000373632	0.637715619	0.314584966	0.000745937	-0.001543859	0.002291123	up
YKR051W	0.000374673	0.388955774	0.232858933	0.0003973	-0.000646618	0.001395965	up
FLC3	0.000374863	0.250987054	0.176434815	0.000288837	-0.000367616	0.001117342	down
YMR087W	0.000374943	0.319771453	0.206021168	0.000339547	-0.000497889	0.001247776	up
YSY6	0.000374975	0.484879972	0.268101575	0.000497384	-0.00090359	0.00165354	up
YLR326W	0.000375736	0.281266049	0.188693664	0.000311189	-0.000424202	0.001175674	down
DIA3	0.000377811	0.086530114	0.090172381	0.000177472	-7.84E-05	0.000834017	down
YBR239C	0.000377908	0.15883821	0.131090434	0.000228349	-0.000209083	0.000964898	down
YCR102C	0.000378194	0.520140846	0.279709858	0.000547057	-0.001028061	0.00178445	up
YPR022C	0.000378381	0.222214755	0.162917538	0.000271515	-0.00031957	0.001076332	up
DOG1	0.000378421	0.377031384	0.22840123	0.000390512	-0.000625421	0.001382264	up
YBR071W	0.000378712	0.559661493	0.292095802	0.000606385	-0.001180049	0.001937473	down
VBA1	0.00037889	0.183429346	0.143866816	0.000245522	-0.000252245	0.001010026	down
YPR127W	0.000379474	0.024555581	0.045341322	0.000119355	7.27E-05	0.000686287	up
PFS1	0.000379498	0.336326141	0.212745428	0.000356944	-0.000538056	0.001297052	up
RAX1	0.000379528	0.812117333	0.366477506	0.001514661	-0.003514031	0.004273087	up
SPR28	0.000379787	0.127352359	0.113520127	0.000207941	-0.000154741	0.000914316	down
CIN2	0.000379908	0.286734703	0.191271831	0.000318706	-0.000439352	0.001199169	up
EKI1	0.000380048	0.450756986	0.256139086	0.000464815	-0.000814797	0.001574892	up
YDL086W	0.000380139	0.111897153	0.105168239	0.000197253	-0.000126918	0.000887195	up
PEX18	0.000380151	0.145209762	0.123534693	0.000220436	-0.000186498	0.000946801	down
YBR074W_p	0.000380616	0.135547522	0.118647297	0.000214072	-0.000169675	0.000930906	down
YPL066W	0.000380836	0.178805573	0.141396755	0.000243651	-0.000245488	0.00100716	up
RGD1	0.000380974	0.143480804	0.122768311	0.00021973	-0.000183858	0.000945807	up
PSH1	0.000381243	0.126869242	0.113268536	0.0002084	-0.000154467	0.000916953	down
HHO1	0.000381277	0.28882352	0.19219257	0.000321421	-0.000444962	0.001207516	down
COS1	0.000381295	0.44651241	0.254527892	0.000461723	-0.000805603	0.001568193	up
GTT3	0.000381429	0.158542827	0.130923373	0.000230276	-0.000210515	0.000973373	down
YDL023C	0.00038186	0.324655448	0.20804662	0.000349706	-0.000517087	0.001280808	up
DNF2	0.000382369	0.351007339	0.21842477	0.000371886	-0.000573596	0.001338333	up
CUP2	0.000382496	0.22105016	0.1623172	0.000273659	-0.000320968	0.001085959	down
YCK2	0.000383071	0.216481711	0.159712017	0.000270903	-0.000313307	0.00107945	up
MUQ1	0.00038313	0.419905652	0.245029403	0.000436145	-0.000738017	0.001504276	up
YPR109W	0.000383219	0.091400168	0.093381864	0.000183738	-8.91E-05	0.000855534	down
MFB1	0.000383742	0.004310396	0.019030438	7.76E-05	0.000184184	0.000583299	down
PRS4	0.000383963	0.0528408	0.067761551	0.000152055	-6.91E-06	0.000774833	down
NDE1	0.000384175	0.137917518	0.119925832	0.000217722	-0.000175497	0.000943848	down
UIP4	0.000384234	0.414044988	0.242872131	0.000431537	-0.000725068	0.001493536	up
YMR002W	0.000384536	0.670016851	0.324285719	0.000850226	-0.001801039	0.002570111	up
YOR044W	0.0003851	0.23186899	0.168287297	0.000283113	-0.000342665	0.001112864	up
GNT1	0.000385226	0.215034441	0.158977387	0.00027142	-0.000312481	0.001082932	down
MET31	0.000385514	0.792949135	0.360484195	0.001392319	-0.003193556	0.003964585	up
YPR013C	0.000386566	0.329829466	0.209908657	0.000358233	-0.000534302	0.001307434	down
SWM1	0.000386836	0.600121328	0.30371262	0.000691719	-0.001391285	0.002164956	down
GCS1	0.000386867	0.456224438	0.25822493	0.000479278	-0.000845158	0.001618891	up
SSA2	0.000386978	0.07793618	0.084531675	0.000174967	-6.28E-05	0.000836746	down
YGR164W	0.000387203	0.441227068	0.252199229	0.000463122	-0.000803291	0.001577696	up
IRC1	0.000387553	0.394694518	0.234636829	0.000416379	-0.000682782	0.001457888	down
YGR039W	0.000387712	0.039229758	0.057565837	0.000139821	2.83E-05	0.000747135	down
YPL088W	0.000388102	0.858639995	0.378142043	0.002069877	-0.004932687	0.005708891	up
AHA1	0.000388716	0.101979212	0.099973884	0.000194388	-0.000110973	0.000888406	up
YEL001C	0.00038936	0.051050719	0.066767078	0.000152483	-2.61E-06	0.000781331	down
YPL056C	0.000389612	0.208974835	0.156385572	0.000270257	-0.000305105	0.001084328	up
YER156C	0.000390138	0.53043741	0.282817216	0.000579176	-0.001098682	0.001878958	up
YHR113W	0.00039036	0.327121676	0.208893329	0.000359515	-0.000533803	0.001314523	up
SKG1	0.00039054	0.544572807	0.287577728	0.000601146	-0.001154755	0.001935834	down
YDR444W	0.000390569	0.198163976	0.151192004	0.000263352	-0.000286398	0.001067536	up
YLR104W	0.000390591	0.195110191	0.149831433	0.000261235	-0.000280935	0.001062117	down
YOR082C	0.000390876	0.053359384	0.067985425	0.000155284	-8.30E-06	0.000790047	down
CIN4	0.000391169	0.171725999	0.137762165	0.000245337	-0.000239489	0.001021827	up
PPS1	0.000391358	0.265722407	0.182868431	0.00031242	-0.000411743	0.001194458	down
YMR086W	0.000391457	0.005887586	0.022563281	8.53E-05	0.000172279	0.000610635	up
HTA1	0.000391696	0.156854656	0.130045077	0.000235295	-0.000213149	0.000996541	up
AHT1	0.000391698	0.637422786	0.314554518	0.000781308	-0.001616719	0.002400115	down
YPL185W	0.000391733	0.477238214	0.26545678	0.000510151	-0.000919651	0.001703117	up
ADK2	0.000391834	0.239300597	0.171632713	0.000293414	-0.000362411	0.00114608	up
YGR017W	0.000392387	0.079410683	0.085603561	0.000178615	-6.68E-05	0.000851532	down
YNL200C	0.000392414	0.212371059	0.157920195	0.000274599	-0.000313466	0.001098295	down
ADH3	0.000392771	0.330337829	0.210074385	0.000364407	-0.000543968	0.001329511	down
REV1	0.000392841	0.31709986	0.204768287	0.000353578	-0.00051606	0.001301741	down
RGS2	0.000392866	0.433920145	0.249777068	0.000461972	-0.00079467	0.001580402	up
FOB1	0.000393386	0.152048588	0.127421605	0.000232932	-0.000205386	0.000992158	up
YSP1	0.000393752	0.136218822	0.11916084	0.000221939	-0.000176761	0.000964265	down
GEA1	0.000394463	0.260108904	0.180400706	0.000310699	-0.000404215	0.001193141	down
YGL109W	0.000394688	0.008825338	0.02690211	9.49E-05	0.00015079	0.000638585	down
AGP2	0.000394697	0.755793726	0.349860576	0.00120125	-0.002693213	0.003482608	down
RCK1	0.000395079	0.021913529	0.04280548	0.000120389	8.56E-05	0.000704548	down
GRX3	0.000395566	0.086653836	0.090267915	0.000185911	-8.23E-05	0.000873465	down
YNL105W	0.000395609	0.374137955	0.227468768	0.000405567	-0.000646934	0.001438152	down
YOR314W	0.00039578	0.092732185	0.094366254	0.000190802	-9.47E-05	0.000886252	down
PEX29	0.000396338	0.086164237	0.089957506	0.000185882	-8.15E-05	0.000874163	up
SAM2	0.000396447	0.298688268	0.196620224	0.000341974	-0.000482625	0.001275518	down
YER158C	0.000396732	0.185501637	0.144982396	0.000258547	-0.000267884	0.001061349	down
YOR050C	0.000396849	0.297130849	0.195915505	0.000341085	-0.000479939	0.001273637	up
YML090W	0.000397033	0.241911387	0.172552591	0.000299221	-0.00037214	0.001166206	down
YBR027C	0.000397143	0.124258802	0.111788313	0.00021519	-0.000156021	0.000950307	up
YPR127W	0.000397396	0.016315491	0.036899735	0.000111812	0.000109975	0.000684817	down
PEX30	0.000397623	0.123325809	0.111280283	0.000214768	-0.000154456	0.000949702	down
YNR018W	0.000397726	0.326833615	0.208804054	0.000366057	-0.000543254	0.001338706	up
YDR387C	0.000397753	0.119153756	0.109156767	0.000211775	-0.000146632	0.000942138	down
SIP3	0.00039828	0.059555393	0.072589442	0.000164062	-2.35E-05	0.000820016	down
LTV1	0.0003986	0.182098612	0.143196816	0.00025735	-0.00026294	0.00106014	down
LYP1	0.000398921	0.173840419	0.138730184	0.000251699	-0.000248091	0.001045934	down
NAT4	0.000399068	0.071586069	0.080662239	0.000175071	-5.10E-05	0.000849103	down
YKR078W	0.00039916	0.268014943	0.183892796	0.000320393	-0.000424437	0.001222757	up
YMR041C	0.000399337	0.101843612	0.099973884	0.000199595	-0.000113738	0.000912412	up
LRO1	0.000399364	0.081785007	0.087294446	0.000183746	-7.30E-05	0.000871698	down
BNA1	0.000399592	0.309193595	0.201370888	0.000353167	-0.000508252	0.001307436	down
YGR018C	0.000399775	0.157575776	0.130392379	0.000240663	-0.000218868	0.001018418	down
CPR5	0.000399978	0.123129979	0.111276569	0.000215896	-0.000155001	0.000954956	down
GDE1	0.000401055	0.485780261	0.268406074	0.000533134	-0.000969411	0.00177152	up
YMR118C	0.000401471	0.171066726	0.137475365	0.000251327	-0.000244587	0.001047528	up
STF2	0.000401836	0.238267123	0.171193699	0.000300138	-0.000369694	0.001173365	up
MUQ1	0.000402298	0.157657914	0.130422034	0.00024224	-0.0002204	0.001024995	down
SAP4	0.000403466	0.184491862	0.144353401	0.00026221	-0.000270567	0.001077499	up
YPK2	0.000403553	0.022600562	0.043514208	0.000124025	8.47E-05	0.00072237	down
YKL133C	0.000403826	0.334316815	0.211855022	0.000378087	-0.000568078	0.00137573	up
YER184C	0.000403987	0.05502244	0.069418093	0.00016211	-1.27E-05	0.000820704	down
YBR259W	0.000404081	0.369659129	0.225720129	0.00041005	-0.000649985	0.001458147	up
YDR444W	0.000404295	0.010082188	0.028686126	0.000100474	0.000146018	0.000662573	down
RAD34	0.000404818	0.372397127	0.226703972	0.000413366	-0.000657772	0.001467408	down
YFL034W	0.000405051	0.303480093	0.198984039	0.000353297	-0.000503128	0.001313231	up
NAS2	0.000405305	0.100354391	0.099140493	0.000201416	-0.000112452	0.000923063	down
YPL056C	0.000405934	0.24688437	0.174767603	0.000309673	-0.000390106	0.001201974	down
ACA1	0.000406424	0.205263713	0.154552765	0.000279209	-0.000311307	0.001124154	up
IAH1	0.000406638	0.101264205	0.099560783	0.000202791	-0.000114653	0.00092793	down
NMD4	0.000406978	0.179730557	0.141889214	0.000261045	-0.00026406	0.001078015	down
SMF1	0.000407193	0.137222143	0.119666884	0.000230255	-0.000184696	0.000999082	down
EKI1	0.000408099	0.033515755	0.052535545	0.000140384	4.72E-05	0.000768967	down
YDR370C	0.000408117	0.028387075	0.048456092	0.000133759	6.43E-05	0.000751955	down
ARO3	0.000408313	0.129570262	0.115060025	0.000225213	-0.000170616	0.000987242	down
EDC2	0.000408546	0.117243474	0.108065641	0.000216073	-0.000146888	0.00096398	down
YJL049W	0.000409067	0.024575502	0.045341322	0.000128692	7.83E-05	0.000739881	down
MFA1	0.000409235	0.83975393	0.373546867	0.00192147	-0.004530062	0.005348531	up
DLD1	0.000409261	0.041094337	0.059118254	0.000149704	2.44E-05	0.000794089	down
HUL4	0.000409726	0.012321978	0.031647453	0.000107144	0.000134303	0.00068515	down
DAT1	0.000410034	0.025282024	0.045914762	0.000130029	7.58E-05	0.000744284	down
ABP140_p	0.00041025	0.064103636	0.075733182	0.00017324	-3.51E-05	0.000855578	up
YMR173W-A	0.000410311	0.018033579	0.038475423	0.000118572	0.000105513	0.000715109	down
IRC14	0.000410628	0.783707989	0.358132679	0.00141765	-0.003233557	0.004054813	down
YMR073C	0.000411034	0.272494611	0.185400066	0.000333451	-0.00044613	0.001268198	down
DAN2	0.000411046	0.100170908	0.09907458	0.000204124	-0.000113671	0.000935762	up
PSY2	0.000411504	0.234891025	0.169476279	0.000304804	-0.00037202	0.001195028	up
YMR320W	0.000411747	0.022717305	0.043649085	0.000126724	8.60E-05	0.000737502	down
NKP1	0.000412083	0.057031562	0.070675378	0.000167322	-1.80E-05	0.000842199	down
SIS2	0.00041256	0.474337382	0.264156216	0.000533556	-0.00095899	0.001784111	up
BIT61	0.000412583	0.475421217	0.264550585	0.000534971	-0.000962604	0.001787771	up
YER097W	0.000412742	0.236598182	0.170259051	0.000307016	-0.000376468	0.001201953	up
PIP2	0.000412823	0.072414888	0.08104694	0.000181839	-5.46E-05	0.000880256	down
UBC11	0.000412973	0.092940588	0.094544173	0.000199261	-9.92E-05	0.000925189	down
