gene	deathrate	p.value	q.value	SD	low-confidence interval	upper-confidence interval	tag
CAM1	0.000412987	0.042208108	0.06001554	0.000152318	2.14E-05	0.000804532	down
YSP1	0.000413062	0.198175395	0.151192004	0.000278526	-0.000302913	0.001129036	up
YDR319C	0.000413659	0.060417822	0.073088246	0.000171219	-2.65E-05	0.000853792	down
YOR343C	0.000413945	0.191900116	0.148141874	0.000274484	-0.000291638	0.001119528	down
ASG7	0.000414004	0.47478767	0.264354714	0.000536001	-0.000963829	0.001791838	up
RNH203	0.00041414	0.022219834	0.043104885	0.000126682	8.85E-05	0.000739787	down
YPL182C	0.000414307	0.308415481	0.201143162	0.000365516	-0.000525281	0.001353896	up
YBL107C	0.000414323	0.306172817	0.200190398	0.000363642	-0.000520447	0.001349093	down
ITR2	0.000414558	0.189608034	0.146806859	0.000273196	-0.000287715	0.001116831	up
PMT6	0.000414647	0.233360861	0.168891586	0.000305968	-0.00037187	0.001201163	up
YJR115W	0.000414924	0.088011788	0.091176715	0.00019614	-8.93E-05	0.000919118	down
KTR4	0.000414966	0.024749821	0.045472518	0.000130808	7.87E-05	0.000751218	down
TEP1	0.000415016	0.062469557	0.074402853	0.000173724	-3.16E-05	0.000861587	down
YBR239C	0.000415447	0.394840974	0.234636829	0.000446497	-0.00073231	0.001563204	up
GET2	0.000415975	0.629032949	0.311998121	0.000808997	-0.001663618	0.002495569	down
FCY1	0.00041599	0.645771076	0.317243097	0.000851316	-0.001772389	0.002604369	up
YOL046C	0.000416502	0.113701435	0.105949616	0.00021753	-0.000142678	0.000975682	down
YGR151C	0.000416585	0.848441459	0.376045066	0.00207009	-0.00490475	0.005737919	up
YJL216C	0.000417068	0.275118741	0.186285543	0.000340453	-0.000458095	0.00129223	up
DAT1	0.000417103	0.130585184	0.115742356	0.000230833	-0.000176273	0.001010479	up
PMA2	0.00041764	0.287215192	0.191393625	0.000350754	-0.000484001	0.001319282	up
YLR365W	0.00041801	0.342310593	0.215033955	0.000398572	-0.000606553	0.001442572	up
YER087C-A	0.000418159	0.276578834	0.186780296	0.000342523	-0.000462325	0.001298644	up
PEX21	0.000418199	0.043528525	0.060744014	0.000155721	1.79E-05	0.000818492	down
FUI1	0.000418207	0.27503827	0.186285543	0.000341318	-0.000459179	0.001295592	down
YPR064W	0.000418293	0.290763645	0.193096977	0.000354226	-0.000492275	0.00132886	up
SPG5	0.000418412	0.037566953	0.056196331	0.000148923	3.56E-05	0.000801231	up
ADH5	0.000419572	0.160371369	0.131851608	0.000254672	-0.000235082	0.001074227	down
PHO13	0.000419677	0.304111356	0.199351538	0.00036659	-0.000522671	0.001362026	up
CDA1	0.000419725	0.295009921	0.195019211	0.000358972	-0.000503043	0.001342493	up
GYP7	0.000420688	0.032238587	0.05144979	0.000143068	5.29E-05	0.000788456	down
YPL034W	0.00042093	0.073368625	0.081588227	0.000186268	-5.79E-05	0.000899747	down
SET7	0.000421326	0.120848123	0.109958308	0.000225646	-0.000158717	0.001001369	down
HMG1	0.000421471	0.218374157	0.160771322	0.000299501	-0.000348422	0.001191364	down
YHR127W	0.000421649	0.606570479	0.305889088	0.000767919	-0.001552349	0.002395647	up
YLR280C	0.000421671	0.148679061	0.12561356	0.000247137	-0.000213615	0.001056956	up
YHR049C-A	0.000421884	0.163456268	0.13322329	0.000258394	-0.000242337	0.001086106	up
SSE2	0.000421992	0.37856196	0.228726776	0.000436996	-0.000701341	0.001545326	up
YJL038C	0.000422025	0.027102261	0.047249791	0.000136495	7.12E-05	0.000772897	down
SDC25	0.000422154	0.071177495	0.080401811	0.000184828	-5.30E-05	0.000897269	down
YSW1	0.000422217	0.072727184	0.081223555	0.000186259	-5.66E-05	0.000901012	up
BSC1	0.000422604	0.04729249	0.063890816	0.00016151	7.43E-06	0.000837779	down
YDR521W	0.00042288	0.239109209	0.171596707	0.000316512	-0.000390741	0.001236501	up
MID2	0.000423236	0.554716905	0.290537979	0.000668911	-0.001296255	0.002142726	up
UBX6	0.000423278	0.172078292	0.137935685	0.00026574	-0.000259829	0.001106384	up
NRP1	0.000423901	0.250566059	0.17622683	0.000326288	-0.000414849	0.001262651	up
SPF1	0.000424007	0.419838067	0.245029403	0.000482604	-0.000816566	0.00166458	up
OAZ1	0.000424531	0.607317996	0.305889088	0.000774823	-0.001567215	0.002416276	up
TRX3	0.000424664	0.064509561	0.075919302	0.000179713	-3.73E-05	0.000886632	down
YMR090W	0.000425052	0.012194883	0.031456276	0.000110857	0.000140085	0.000710018	down
YBL059W	0.000425086	0.097704651	0.097662212	0.000209066	-0.000112337	0.000962509	up
YDL063C	0.000425432	0.131173138	0.116190359	0.000235898	-0.000180964	0.001031828	up
YGR139W	0.000425457	0.002728642	0.016004223	7.74E-05	0.000226382	0.000624532	down
RPS30A	0.000425468	0.332245039	0.210874232	0.000396468	-0.000593686	0.001444623	up
SPS4	0.000425585	0.050259233	0.066217544	0.000165835	-7.07E-07	0.000851876	down
YGL242C	0.000425623	0.20607085	0.1548294	0.000293015	-0.000327597	0.001178842	down
YPR092W	0.000425785	0.004489763	0.019456396	8.70E-05	0.000202236	0.000649335	down
YMR122C	0.000425808	0.721919492	0.340098759	0.001130645	-0.002480609	0.003332224	up
DCG1	0.000425812	0.447511635	0.254912036	0.000516838	-0.000902763	0.001754386	up
GRX2	0.000426163	0.101403546	0.099627161	0.000212642	-0.000120452	0.000972778	down
YGR031W	0.000426303	0.157443274	0.130359327	0.000256531	-0.000233132	0.001085738	down
AHA1	0.000426538	0.077350233	0.084122887	0.000192332	-6.79E-05	0.000920943	down
SMA2	0.000426937	0.187680268	0.145835384	0.000279888	-0.000292537	0.001146411	up
SIP1	0.000426987	0.160958824	0.132028232	0.000259619	-0.000240386	0.00109436	down
AMS1	0.00042704	0.325763016	0.208462405	0.000392075	-0.00058082	0.001434901	down
NEJ1	0.000427684	0.036849015	0.055594762	0.000151341	3.87E-05	0.000816718	up
NDL1	0.000427712	0.685363055	0.329439281	0.000995581	-0.002131511	0.002986934	up
REX4	0.000428138	0.277501823	0.186865997	0.000351461	-0.000475321	0.001331596	down
YOR345C	0.000428205	0.112117356	0.105283138	0.000222372	-0.00014342	0.00099983	down
THI20	0.000428212	0.020441054	0.04098069	0.000128017	9.91E-05	0.00075729	down
AIF1	0.000428437	0.186847481	0.145388811	0.000280235	-0.000291931	0.001148805	down
FLC1	0.000428574	0.093254632	0.094692649	0.000207053	-0.000103673	0.000960822	up
YDR374C	0.000428587	0.345986065	0.216658633	0.000412097	-0.000630741	0.001487916	up
RAD1	0.000428781	0.029938271	0.049537643	0.000142705	6.19E-05	0.000795616	up
GAL4	0.000428942	0.133658474	0.117578382	0.000239783	-0.00018744	0.001045324	down
UBA4	0.000430677	0.140313084	0.121214082	0.000245939	-0.000201528	0.001062883	down
SSP120	0.000430811	0.22928254	0.166919502	0.000314681	-0.000378102	0.001239725	up
YGR079W	0.00043118	0.017954739	0.038372138	0.000124456	0.000111256	0.000751103	up
HMS1	0.000431187	0.826958203	0.370739455	0.001871993	-0.004380924	0.005243298	up
XKS1	0.000431226	0.056069902	0.070146094	0.000174116	-1.64E-05	0.000878804	down
MEI4	0.000431501	0.191860281	0.148141874	0.000286095	-0.000303928	0.001166931	down
RPN13	0.000432018	0.296016286	0.195500952	0.000370352	-0.000520002	0.001384037	up
YLR173W	0.000432273	0.52211929	0.280185382	0.000628393	-0.001183062	0.002047608	up
AUA1	0.000432391	0.249879117	0.175875435	0.000332268	-0.000421732	0.001286513	down
YLR428C	0.000432866	0.135470946	0.118617129	0.0002434	-0.000192813	0.001058545	down
UGA3	0.000433135	0.307977194	0.200996932	0.00038174	-0.000548158	0.001414428	down
YGR259C	0.000433837	0.408666782	0.240862109	0.000481262	-0.000803286	0.001670959	down
YKL162C-A	0.000433927	0.366747891	0.224834448	0.000437428	-0.000690517	0.00155837	up
YER097W	0.000434026	0.066384409	0.077236682	0.000185485	-4.28E-05	0.00091083	down
YNL024C	0.000434322	0.104317407	0.101288785	0.000219138	-0.000128991	0.000997635	down
MPM1	0.000435572	0.029474967	0.049339803	0.000144312	6.46E-05	0.000806537	up
YGR107W	0.000435652	0.502792527	0.273822881	0.000603626	-0.001116018	0.001987322	up
RKM1	0.000435661	0.08918512	0.092019965	0.000206964	-9.64E-05	0.00096768	down
YKR075C	0.000435746	0.173491293	0.138707927	0.000274663	-0.000270297	0.00114179	up
YDR031W	0.000435748	0.28267515	0.189353762	0.000362089	-0.000495031	0.001366526	down
YBL028C	0.000436216	0.12744449	0.113566143	0.00023891	-0.000177921	0.001050353	down
"DUR1,2"	0.000436305	0.199405689	0.151600851	0.000295159	-0.000322425	0.001195035	up
AFR1	0.000437061	0.000832748	0.01055568	6.11E-05	0.000279873	0.00059425	down
GPM2	0.000437064	0.033628182	0.05257122	0.000150497	5.02E-05	0.000823928	down
YGR079W	0.000437623	0.003428668	0.017419782	8.39E-05	0.000221843	0.000653403	down
SPL2	0.000437881	0.125597745	0.112561473	0.000238341	-0.000174793	0.001050555	up
YPT32	0.000438049	0.110637553	0.10447241	0.000226266	-0.000143586	0.001019685	down
FLR1	0.000438511	0.276118659	0.186558984	0.000358804	-0.000483823	0.001360845	up
SBA1	0.000438662	0.210234821	0.156911603	0.000305275	-0.000346072	0.001223395	up
FMP39	0.000439054	0.014600642	0.034706107	0.000119972	0.000130655	0.000747453	down
YDL027C	0.000439089	0.106375668	0.102219347	0.000223265	-0.000134832	0.00101301	up
YNL303W	0.000440494	0.343120228	0.21541328	0.000420787	-0.000641174	0.001522161	up
UBS1	0.000440999	0.090168394	0.092661133	0.000210364	-9.98E-05	0.000981757	down
AFR1	0.000441226	0.454584734	0.257794112	0.000544515	-0.000958495	0.001840947	up
STB6	0.00044128	0.010058259	0.028658454	0.0001096	0.000159543	0.000723016	down
PRM10	0.000441499	0.020655974	0.041235473	0.000132367	0.000101239	0.000781758	down
FMP29	0.000441629	0.133789417	0.117620105	0.00024698	-0.000193254	0.001076512	up
MUM3	0.000442091	0.028290893	0.048456092	0.000144752	7.00E-05	0.000814189	up
PUT4	0.000442129	0.158018451	0.130605216	0.000266508	-0.000242953	0.00112721	down
YBR116C	0.000442494	0.036161096	0.05501334	0.000155698	4.23E-05	0.000842727	down
YJL049W	0.000442543	0.252426167	0.177103412	0.000342176	-0.000437048	0.001322133	up
YPL168W	0.000442576	0.143370503	0.122711209	0.000255171	-0.000213362	0.001098514	up
SPF1	0.00044311	0.20008558	0.151994675	0.000300301	-0.000328839	0.001215059	down
YKR033C	0.00044327	0.053223674	0.067962616	0.000175953	-9.03E-06	0.000895572	down
POX1	0.000443293	0.029923056	0.049537643	0.000147513	6.41E-05	0.000822487	down
TOK1	0.000443419	0.089973103	0.092595569	0.000211346	-9.99E-05	0.000986701	down
HXK2	0.000443604	0.215963358	0.159515296	0.000313296	-0.000361748	0.001248956	down
MKS1	0.000443915	0.381415656	0.229711878	0.000462697	-0.000745486	0.001633316	down
YML009C-A	0.000444126	0.101454346	0.099642317	0.000221649	-0.000125641	0.001013893	up
YKR017C	0.000444261	0.477636198	0.265573266	0.00057911	-0.001044388	0.001932911	up
BBC1	0.000444294	0.339415041	0.213966603	0.000420846	-0.000637525	0.001526113	up
SMA1	0.000444657	0.110009537	0.10415873	0.000229153	-0.0001444	0.001033713	down
YJL055W	0.00044518	0.180172063	0.142078482	0.000285899	-0.000289745	0.001180106	down
HIS1	0.000445467	0.326504677	0.208752147	0.000409689	-0.00060767	0.001498605	up
YER130C	0.000445477	0.180733588	0.142361865	0.000286534	-0.000291082	0.001182035	up
YJL107C	0.000445812	0.051152239	0.066798516	0.000174703	-3.28E-06	0.0008949	down
SSE2	0.00044595	0.098642562	0.09825106	0.000220139	-0.000119936	0.001011836	down
YPR078C	0.000446157	0.093028364	0.094599299	0.000215349	-0.000107416	0.000999729	down
YDR274C	0.000446289	0.29079656	0.193096977	0.000377963	-0.000525297	0.001417874	down
YGR130C	0.000446335	0.128324374	0.114097542	0.00024517	-0.000183894	0.001076564	up
RTG3	0.000446602	0.615228826	0.307480797	0.000833925	-0.00169707	0.002590275	up
HCH1	0.000447005	0.037991111	0.05650537	0.000159642	3.66E-05	0.000857377	down
YFR045W	0.00044723	0.156879062	0.130045077	0.000268674	-0.000243419	0.001137878	up
RNH1	0.000447365	0.146383395	0.124270413	0.000260354	-0.000221896	0.001116626	down
PFA4	0.000447613	0.019582095	0.040144378	0.000132261	0.000107625	0.000787601	down
RPL37A	0.000447887	0.554612836	0.290537495	0.000707679	-0.001371259	0.002267034	down
GIS3	0.000447923	0.263365272	0.181690172	0.000355569	-0.000466096	0.001361942	up
SBA1	0.000448245	0.174516743	0.138872702	0.000283359	-0.000280152	0.001176642	down
ITR1	0.000448654	0.371121062	0.226284536	0.000456798	-0.000725584	0.001622891	up
YJR037W	0.000448739	0.083948029	0.088534744	0.000208445	-8.71E-05	0.000984563	down
CPR3	0.000448775	0.336567027	0.212850003	0.000422335	-0.000636873	0.001534422	up
YPS7	0.000448874	0.142765373	0.122373843	0.000258313	-0.000215142	0.00111289	down
YGL226W	0.000449084	0.070806255	0.080259702	0.000196259	-5.54E-05	0.000953583	down
YEL068C	0.000449158	0.377651936	0.228421924	0.000464164	-0.000744014	0.001642331	up
HMX1	0.000449183	0.05107917	0.066767078	0.000175943	-3.09E-06	0.000901458	down
YDR102C	0.000449253	0.041422567	0.059408396	0.000164736	2.58E-05	0.000872721	down
YPR147C	0.000449699	0.005911418	0.022593136	9.80E-05	0.000197668	0.000701731	down
YOL160W	0.000449896	0.269464392	0.184316233	0.000362364	-0.00048159	0.001381381	up
YOL037C	0.000450055	0.144240834	0.123007604	0.000260187	-0.000218778	0.001118888	up
YDL094C	0.000450177	0.138350612	0.120056278	0.000255479	-0.000206553	0.001106908	down
CRS5	0.000450622	0.100293851	0.09913985	0.000223884	-0.00012489	0.001026133	down
YIL092W	0.000451175	0.344188042	0.215972512	0.000432041	-0.000659422	0.001561772	up
GSY2	0.00045118	0.256318667	0.178755202	0.000352149	-0.000454047	0.001356407	up
RAD7	0.000451488	0.841445788	0.373901921	0.002142893	-0.005056993	0.005959969	down
SIP18	0.000451506	0.662964629	0.322358508	0.000975638	-0.002056453	0.002959464	up
PSP1	0.00045255	0.034442884	0.053189632	0.000156939	4.91E-05	0.000855976	down
EEB1	0.000452673	0.082982603	0.08800911	0.000209382	-8.56E-05	0.000990906	down
RPL22A	0.000454701	0.359285227	0.222043021	0.000450649	-0.00070373	0.001613131	down
COG5	0.000454738	0.503729986	0.273970751	0.000631525	-0.001168648	0.002078125	up
SIP3	0.000454776	0.349544884	0.217925992	0.000440838	-0.000678434	0.001587987	up
DSE3	0.000454848	0.175833525	0.139550344	0.000288598	-0.000287016	0.001196713	up
YMR310C	0.000454926	0.637819535	0.314584966	0.000908524	-0.001880509	0.002790361	up
YIR042C	0.000455068	0.053376919	0.067985425	0.000180806	-9.71E-06	0.000919844	down
PSK2	0.000455167	0.009032729	0.02708849	0.000110052	0.000172269	0.000738065	down
SKM1	0.000455294	0.600386539	0.303727438	0.000814743	-0.001639069	0.002549657	up
"DUR1,2"	0.000455552	0.526850779	0.281622091	0.000670173	-0.001267182	0.002178287	down
YER134C	0.000455563	0.134605756	0.118006305	0.000255448	-0.000201086	0.001112212	up
COS1	0.000455865	0.031742733	0.050957046	0.000154328	5.92E-05	0.000852576	down
YDL162C	0.000455938	0.210517835	0.157039613	0.00031753	-0.000360298	0.001272175	up
HXK2	0.000455979	0.408908134	0.240862109	0.000506105	-0.000845006	0.001756965	up
YJL043W	0.000456818	0.085928972	0.089778436	0.000214031	-9.34E-05	0.001007002	down
YBR220C	0.000458117	0.359719682	0.222155176	0.000454485	-0.000710173	0.001626408	up
YDL206W	0.00045813	0.192157841	0.148210731	0.000303993	-0.000323309	0.001239569	up
CHL4	0.000458279	0.138712493	0.120296187	0.000260377	-0.000211041	0.001127598	down
HNM1	0.000458727	0.022616211	0.043514208	0.000141009	9.63E-05	0.000821202	down
MSB2	0.000458872	0.077520816	0.084210864	0.000207076	-7.34E-05	0.000991177	down
GYP5	0.000459225	0.19394826	0.149183178	0.000306187	-0.000327853	0.001246304	down
AST1	0.000459407	0.080111286	0.08609521	0.000209789	-7.99E-05	0.000998685	up
GLO4	0.000459473	0.269802375	0.184369929	0.000370374	-0.000492605	0.001411551	up
YDR537C	0.00045963	0.1983951	0.151254747	0.000310108	-0.000337527	0.001256787	up
BZZ1	0.000459711	0.0832164	0.088121037	0.000212857	-8.75E-05	0.001006877	down
LSB6	0.00045976	0.034149296	0.053042643	0.000159035	5.09E-05	0.000868573	down
YDR220C	0.000459777	0.302401267	0.198482244	0.000400031	-0.000568534	0.001488088	down
CRS5	0.000459825	0.27237303	0.185362118	0.000372926	-0.00049881	0.001418461	up
RTT107	0.000460454	0.597443145	0.303150896	0.000817167	-0.001640142	0.00256105	up
YBL107C	0.000460612	0.324527416	0.20804662	0.000421702	-0.000623408	0.001544631	up
YDR185C	0.0004607	0.167797297	0.135623355	0.000285727	-0.000273784	0.001195184	down
HXT14	0.00046106	0.305795057	0.200129222	0.000404309	-0.000578248	0.001500369	up
XKS1	0.000461101	0.04448232	0.061450088	0.000172859	1.68E-05	0.00090545	up
YOL070C	0.000461174	0.116339071	0.107548769	0.000243132	-0.000163816	0.001086163	down
YBR232C	0.000461502	0.202825843	0.153511094	0.00031503	-0.000348309	0.001271313	up
YBR187W	0.000461517	0.492976089	0.270577397	0.000624302	-0.001143303	0.002066336	up
AVT5	0.000461647	0.041768149	0.059691282	0.000169715	2.54E-05	0.000897912	down
THI21	0.000461796	0.19575058	0.150077716	0.000309387	-0.000333508	0.0012571	up
YHR078W	0.000461882	0.328562638	0.209481065	0.00042679	-0.000635218	0.001558982	up
DOT5	0.000462709	0.278255309	0.187239099	0.000380516	-0.000515438	0.001440856	down
GAL1	0.000462822	0.186127192	0.145189311	0.000302133	-0.000313835	0.001239479	down
URK1	0.000463166	0.315478308	0.203999814	0.000415323	-0.000604456	0.001530788	down
RHO5	0.000463249	0.794037597	0.36086254	0.001682181	-0.003860933	0.004787432	down
YDR374C	0.000464299	0.014641446	0.034773756	0.000126963	0.000137929	0.000790669	down
LAP4	0.000464769	0.250532531	0.17622683	0.000357716	-0.000454769	0.001384308	up
HMX1	0.000465065	0.269390623	0.184312129	0.000374516	-0.000497659	0.001427789	up
SSF2	0.000465099	0.030350372	0.049935863	0.000155408	6.56E-05	0.000864587	down
END3	0.000465146	0.500093138	0.273047167	0.000640238	-0.001180638	0.002110931	down
YJR154W	0.000465494	0.144504068	0.123157515	0.000269333	-0.000226849	0.001157838	up
CAF4	0.000465635	0.311767811	0.202464495	0.000413986	-0.000598551	0.001529821	up
PBP2	0.000465949	0.108667065	0.103443994	0.000238946	-0.00014828	0.001080178	up
AVL9	0.00046611	0.368545912	0.225529278	0.000471797	-0.000746684	0.001678904	down
YIL058W	0.00046639	0.059492474	0.072575562	0.000192051	-2.73E-05	0.000960073	down
YGL039W	0.000466875	0.049466918	0.065478019	0.000181	1.60E-06	0.000932151	up
DFM1	0.000467237	0.091222851	0.093336119	0.000223857	-0.000108207	0.00104268	up
HHF1	0.000467569	0.457805215	0.258631113	0.000581421	-0.001027022	0.001962161	up
RIF1	0.000467774	0.295104969	0.195036271	0.000400155	-0.000560858	0.001496406	up
ARO4	0.000468141	0.120244221	0.109807791	0.000250196	-0.000175009	0.00111129	down
YOL037C	0.000468542	0.026473305	0.046810652	0.000150532	8.16E-05	0.000855496	down
YBR064W	0.000468802	0.153809059	0.128331061	0.000279064	-0.000248554	0.001186159	up
YOR385W	0.000468998	0.044822014	0.061763128	0.000176239	1.60E-05	0.000922034	down
HTB2	0.000469378	0.298443204	0.196504826	0.000404654	-0.000570819	0.001509576	down
YMR074C	0.000469446	0.239717234	0.171639488	0.000351893	-0.000435123	0.001374015	up
RPL26A	0.000469665	0.136959327	0.119598725	0.000265357	-0.000212458	0.001151787	down
NNT1	0.000470782	0.234588456	0.169344727	0.000348451	-0.000424939	0.001366503	down
ECM32	0.000470955	0.383989442	0.230620945	0.000493769	-0.00079832	0.001740229	up
YLR137W	0.00047103	0.026975407	0.047194831	0.000152142	7.99E-05	0.000862123	up
STP1	0.000471328	0.325780792	0.208462405	0.000432754	-0.000641102	0.001583759	up
ATX2	0.00047146	0.206724848	0.155228914	0.000325125	-0.0003643	0.00130722	up
